id	description	type	source	_plantPart
404	Boiled and drunk as a tea to treat cold and to loosen up the chest [Dene: 17]. Eaten fresh to treat summer cold Also good for the heart [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
405	Mixed with the roots of other plants (Solidago juncea, Polygala senega, Artemisia frigida, and Astragalus crassicarpus) in a decoction taken internally for convulsions. Mixed with Artemisia frigida, Astragalus crassicarpus and Polygola senega in a decoction used on wounds to stop bleeding [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
406	Used to prevent scurvy [55].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
406	Infusion in lukewarm water applied to inflamed eyes [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
406	Skin used for stomach trouble and indigestion [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
406	Powdered and used to relieve heart-burn [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
407	Mixed with the roots of blackberry and blueberry in an infusion taken for diarrhoea [Ojibwa: 85]. Crushed, steeped in water, and the decoction used as an eye-wash [44; Sikani: 97].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
407	Soaked in warm water and squeezed over the eyes [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
408	Infusion in hot water applied to sore eyes [Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
408	Medicinal [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and bark
409	Chewed and put on bee stings to prevent swelling and release poison [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
409	Boiled and drunk as a tea to treat cold and to loosen up the chest [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
410	Mixed with roots of blueberry and a species of wild rose, steeped in water to make a tea as a remedy for diarrhoea, also steeped to make a medicine to correct the condition of a pregnant woman threatened with miscarriage because of overexertion or a similar cause [Chippewa: 85]. Mixed with staghorn sumach, mountain holly, orange-red lily root and mountain respberry and used in consumption, cough and fever [Malecite: 65]. Tea for arresting flux [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
410	Tea used as a diuretic [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
411	Mixed with staghorn sumach, blackberry root, mountain holly, orange-red lily root and used in consumption, cough and fever [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
411	Crushed and applied to burns, insect bites, and bee stings [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
411	Boiled and tea applied to sore eyes [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
411	Chewed and placed on wounds and sores [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	berries
412	Decoction taken in amenorrhoea, or mixed with inner bark of Quercus macrocarpa in a decoction taken for lung trouble [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
413	Taken as a heart medicine [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	berries
413	Tea used to give strength to women giving birth and to aid the process [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
413	Dried and boiled to make a decoction for treating fever [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
413	Cooled decoction used as eye drops to treat soreness such as from snow blindness [Dene: 13; Chipewyan: 92]. Tea from root bark used to heal sore eyes [Ojibwa: 87]. Boiled with birch inner bark and the vapor inhaled to treat asthma [Cree: 13]. Tea used against diarrhoea [Algonquin: 69; Innu: 72]. Boiled and used to treat bloody urine [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
413	Steeped and the liquid taken for stomach problems [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	runners
413	Mixed with other plants in a decoction used as a drink for children with diarrhoea, or used to wash skin infections [Cree, Dene: 13]. Decoction used to treat teething pain, to help women recover after childbirth, and to slow menstrual bleeding [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and stem
413	Used as a tonic and diarrhoea remedy [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and fruits
413	Tea drunk to treat diarrhoea [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem and leaves
414	Infusion given in cholera and dysentery as an astringent and tonic [Cree: 74].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
414	Boiled and used for measles [Ojibwa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and stem
414	Decoction used in dysentery. Inner bark of roots soaked in water and squeezed over eyes to treat eye problems [Ojibwa: 47]. Tea used for stomach problems [Cree: 96]. Boiled with the roots of Equisetum pratense and taken for stomach problems [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
415	Boiled and used as an eye wash for sore eyes [Ojibwa: 85]. Decoction taken in stomach pain, Rubus idaeus sometimes used as a substitute [Ojibwa: 84]. Decoction used for stomach and bowel troubles [Ojibwa, Penobscot: 66]. Decoction given in back pain and "women diseases" [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
416	Steeped with wild strawberry and given in irregular menstruation [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
417	Steeped and given at frequent intervals to treat diarrhoea [Malecite: 65]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
417	Steeped and given for stomach problems [Mi'kmaq: 62].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	runners
417	Scraped to make a tea taken against bronchitis [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
418	Mixed with equal amounts of Caulophyllum thalictroides roots in a decoction taken in indigestion [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
418	Mixed with Agastache anethiodora and Solidago altissima to make a poultice applied to burns [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
419	Medicinal [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
420	Decoction used as a wash to treat joint pain [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
420	Bruised or crushed and used in sores and abrasions [Ojibwa: 44]. Root bark chewed and applied to serious wounds to stop bleeding and promote healing [Metis: 13]. Used to treat high blood pressure and heart ailments [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
421	Tea used as a skin wash [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
421	Tea used as a skin wash [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
422	Steeped with Conioselium chinense, Chimaphila umbellate and Tsuga canadensis and given in bladder problems [Mi'kmaq: 62]. Bruised or crushed and applied to abrasions and sores [Ojibwa: 84]. Powdered, moistened, spread on a cloth and applied as a poultice for skin itching and eruptions. Pounded and applied to cuts and skin ulcers. Poultice applied to swellings [Ojibwa: 47]. Used to heal cuts [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
423	Used on cuts and ulcers [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
423	Steeped and applied to skin eruptions [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
424	Decoction applied to painful joints [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
425	Decoction applied to painful joints [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
426	Used as a laxative [Cree: 74].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
427	Remedy for indigestion [Ojibwa: 87]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
427	Applied fresh as a poultice to inflamed skin caused by scrofula [Cree: 13]. Poultice used in skin disorders, cuts, burns and bee stings [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
427	Used against tuberculosis [Algonquin: 69]. Medicinal [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
428	Steeped and taken in indigestion [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
429	Decoction alone or mixed with another plant to treat diarrhoea and stomachache [Cree: 13]. Chewed and applied to deep cuts [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
429	Decoction taken to treat a toothache [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
429	Peeled, boiled, and the decoction drunk to relieve fatigue and provide strength. Applied to aching teeth [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
430	Decoction made with thick inner bark of roots taken for cough [66; Ojibwa: 84].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
431	Placed in hot water, removed, greased, and applied to blister. [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
432	Infusion taken to cure diarrhoea [Cree: 95]. Powdered and mixed with boiling water to obtain a paste applied to sore throat [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
432	Tea prepared with bark and root of Pinus banksiana, Pinus strobus, Quercus rubra and Arctostaphylos uva-ursi given in fainting and fits [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and roots
432	Tea given in stomach troubles, fainting and trembling [Ojibwa: 86]. Boiled until thick and used to treat skin cancer, taken internally to treat kidney ailments [Mi'kmaq: 62]. Twigs: Infusion used to activate lactation after childbirth [Atikamekw: 73].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
433	Used as an astringent, as a styptic and poultice for sores [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
434	Infusion drunk to stop vomiting and remove bile from the stomach [Montagnais: 70]. Smoked to relieve asthma. Steeped to make a mash to be put in a bandage on the head for headache. Poultice used to heal sores and stop bleeding from cuts [Ojibwa: 87]. Used to treat mouth sores, sores around the eyes and chest colds [Cree: 80].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
435	Used fresh as an astringent, haemostatic, tonic, or diuretic [Cree: 74].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
435	Poultice used in bruises, sprains, and broken bones [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
435	Bruised in hot water and used in sprains and bruises [Algonquians: 63].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
436	Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
437	Used to treat stomach troubles [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
438	Chewed and the saliva applied to external sores. White powdery tops chewed for cough [Sikani: 97]. Used in eye diseases [Abenaki: 67]. Compress used to soothe toothache [Innu: 72]. Heated and used for toothache. Dry willow split into halves and rolled on painful arthritic joints. Tea from dry willow placed in sore eyes and inhaled to cure headache [Dene: 101].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
438	Steeped and drunk in quantities for cold [Algonquians: 63]. Used to treat cuts [Algonquin: 75]. Boiled until it turns to a thick paste, then placed in a towel and used locally as a compress for swells, back pain and other types of body pain (e.g. sprains). Tea used in cough [Montagnais: 71]. Bark from young shoots wrapped around a cut like a bandage [Dene: 99]. Tea drunk to cure urinary tract and stomach problems [Dene: 101]. Boiled and applied to back to treat back paralysis [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
438	Used in diabetes [Cree: 77, 82, 83]. Decoction taken in indigestion [Ojibwa: 47]. Inner bark from young shoots made into a poultice and used as a pain-killer on wounds [Dene: 99]. Tea used in stomach problems [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
438	Poultice used in bruises, sprains, and broken bones [Algonquians: 63]. Used in dysentry [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
438	Bruised in hot water and used in sprains and bruises [Algonquians: 63]. Decoction applied to arthritis and swells [Montagnais: 71]. Crushed or chewed and applied to bee stings and other insect bites, burns, rashes, cuts, and toothache [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
438	Poultice used to treat pain or to relieve insect bites [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark and leaves
438	Decoction taken as a cough medicine [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	branches
439	Used as an emetic and physic [Algonquians: 63; Mi'kmaq: 60]. Tea used as an emetic and laxative [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
439	Steeped and taken as an emetic and physic [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
439	Dried and used to make a tea drunk as a diaphoretic [66].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
440	Decoction taken internally as a purgative [Sikani: 97]. Steeped in water with round wood and given as an emetic [Malecite: 65]. Used as a purgative or emetic [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
440	Used to make a medicinal tea [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
440	Boiled and the liquid drunk for constipation [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
440	Boiled to obtain a decoction used for urinary problems [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	trunk
441	Used as an abortive [Abenaki: 67] or as a blood medicine [Ojibwa: 86]. Juice used in wound infection [Mi'kmaq: 61]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
441	Used as a tonic [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhozomes
441	Used to cure sore throat [Ojibwa: 87] or prevent bleeding [Algonquians: 63; Mi'kmaq: 60]. Chewed for heart trouble [Algonquin: 69]. Steeped in water and given in consumption, applied to cuts, and taken for bleeding piles [Malecite: 65]. Steeped and given for tuberculosis [Mi'kmaq: 62]. Mixed with Caulophyllum thalictroides in a decoction taken to treat stomach cramps [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
441	Used as an irritant, narcotic, nauseant and emetic [Ojibwa: 88].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes and roots
442	Dried and used to prepare a tea for cough [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	root bark
443	Powdered, used to make a decoction taken for amenorrhoea. Mixed with Caltha palustris in a decoction taken in confinement [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
444	Steeped and given in irregular menstruation [Malecite: 65]. Used as a poultice on cure snake bites. Tea used to cure fevers [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
445	Steeped with spikenard and given in kidney trouble [Malecite: 65]. Used for rheumatism, irregular menstruation and slow parturition; also used against snake bites [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
446	Steeped and drunk for blood spitting and kidney troubles [Mi'kmaq: 60]. Used against tuberculosis [Mi'kmaq: 62] or lower back pain [Cree: 95]. Decoction used to treat various wounds [Algonquin: 68]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
446	Steeped and taken in consumption [Malecite: 65]. Used in diabetes [Cree: 77, 82, 83]. Boiled and water used to wash burns and skin infections [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
446	Boiled to make a tea used in urinary difficulties [Algonquin: 69] or as a wash for sores and for children's rashes, the same ailments can also be treated by applying a split leaf on the affected parts [Montagnais: 70]. Steeped and used in smallpox [Algonquians: 63; Montagnais: 70]. Used for chronic chest trouble, cough [Dene: 13] and "women's ailments" [Cree, Dene: 13]. Part of a compound medicinal tea taken to ease childbirth [Algonquin: 69; Cree: 13]. Decoction or infusion taken to remedy sickness associated with amenorrhoea [Cree: 95]. Tea medicinal [Chipewyan: 92]. Herbal water taken in fever and urinary tract problems. Crushed and sniffed for headaches [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
446	Steeped and drunk for blood spitting, sore throat, kidney problems, and pulmonary complaints [Algonquians: 63]. Used as a poultice on cuts [Cree: 13]. Boiled to make a tea used in urinary difficulties [Algonquin: 69]. Decoction given to women to prevent sickness after childbirth, and mixed with other plants in a decoction taken to help expel the afterbirth. Decoction taken in venereal diseases [Cree: 95]. Steeped in water and liquid taken internally to relieve indigestion [Mi'kmaq: 62]. Used in diabetes [Cree: 77]. Tea used to facilitate parturition [Ojibwa: 87]. Used as a diuretic and, mixed with beaver kidney, used to cure urinary tract diseases [Atikamekw: 73]. Poultice used in skin disorders, cuts, burns and bee stings [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
446	Infusion used in the treatment of smallpox [66; Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	rhizomes
447	Infusion taken as a springtime medicine to thin the blood [Chippewa: 85].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark roots
448	Stomach medicine [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
449	Boiled to make a medicine for cough and fever [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
450	Poultice used in abscesses. Steeped with Iris versicolor and used to gargle a sore throat [Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
451	Used in heart troubles [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
451	Tea and used to treat ulcer [Metis: 13] and fever [Cree: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and flowers
452	Mixed with Scutellaria pilosa, Hypericum punctatum and Stylosanthes elatior in a decoction drunk by women to promote menstruation. Also drunk for diarrhoea and used with other plants for painful breasts [44].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
453	Decoction applied externally to treat aching limbs, arthritis, and sore head and face [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
453	Tea used as a tonic [Dene: 100].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	whole plant
453	Decoction drunk as a purgative and emetic [Cree: 13, 96], to relieve constipation, tuberculosis [Metis: 13], and used as a wash for cuts, swellings, and skin sores due to impetigo [Metis: 13]. Shoots: Tea from new shoots drunk to prevent miscarriages and used as a wash for arthritis [Cree: 95; Metis: 13]. Taken to treat venereal diseases and blood coughing [Metis: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and stem
453	Decoction used for venereal disease [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
453	Used in heart medicine [Dene: 13; Chipewyan: 92]. Boiled and put on sore or swollen knee [Dene: 17]. Infusion used for blood coughing [Cree: 95]. Boiled with juniper berries and used as a laxative [Dene: 99]. Boiled and used as a rinse for sore lips and mouth [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
453	Softened in hot water with the bark of pin cherry to make a plaster or bandage for broken bones [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
453	Infusion used as a laxative [Cree: 95].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
453	Eaten raw or boiled for heartburns and diabetes. Mixed with water and drunk as a medicinal tea [Dene: 17]. Eaten raw or drunk as a tea for cold or sore throat [Dene: 99].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	berries
453	Tea used in stomach ache and diarrhoea [Dene: 99]. Decoction used in fever [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem and roots
454	Tea used as a physic [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
455	Used for stomach trouble, and hemorrhage [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
455	Decoction taken in lung troubles and in amenorrhoea. Dried, pounded and used as a moist compress to stop bleeding from wounds [Chippewa: 47]. Tea used in rheumatic pains [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
456	Smoked to relieve headache [Dene: 98]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
456	Used as a tonic. Eaten raw or boiled with other plants and the decoction drunk to treat chest congestion. Part of a compound decoction used to treat heart trouble, headache, and fever [Cree: 13]. Eaten raw or prepared as a tea for sore throat, cough and cold. Tea also used to treat fever, heart problems and headache. Eaten raw as a tonic and blood cleanser [Cree: 96]. Cancer medicine [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
457	Decoction used as a physic and in kidney troubles [Ojibwa: 47]. Used in lung troubles [Ojibwa: 87].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
458	Tea used to treat nausea [Mi'kmaq: 61; Malecite: 65].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
459	Medicinal [Ojibwa: 86]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
460	Powdered, moistened and applied as a poultice in boils [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
460	Dried, moistened with cold water and applied to ulcers. Mixed with flowers of Agastache anethiodora and Rudbeckia laciniata to make a poultice applied to burns [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	flowers
461	Tea used for heart disease [Algonquin: 69] and fever [Algonquin: 68]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
461	Boiled and the decoction drunk to treat kidney and bladder problems, or constipation or cold [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves and stems
461	Decoction taken to treat stomach cramps [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
462	Used in "women diseases" [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
462	Dried and chewed to treat sore throat [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
463	Decoction taken internally in convulsions and in "women complaints" [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
464	Used as a tonic [Cree: 42].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
465	Astringent and styptic [Ojibwa: 47]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
465	Mixed with roots of Pulsatilla hirsutissima in a decoction taken in lung trouble. Decoction taken to treat lung hemmorhage. Combined with bear fat and used as a hair ointment. Decoction used for mouth haemorrhage, as a tonic, and to treat cuts and wounds. Infusion taken to ease labor during childbirth. Boiled and used as a warm compress to treat sprain of strained muscles [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
465	Decoction taken as a tonic and stimulant [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and stem
465	Dried and used to make a decoction given in fever [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
465	Combined with bear fat and used as a hair ointment. Boiled and used as a warm compress to treat sprain of strained muscles [Ojibwa: 47].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
466	Emetic [Algonquians: 63]. Mixed with Populus tremuloides in a tea used to treat constipation [Innu: 72]. Mixed with Picea mariana, Picea glauca, Gaultheria procumbens, Sambucus nigra, and wine in a tea used to fortify blood [Algonquin: 68].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
466	Dried and chewed for throat pain [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
466	Steeped in hot water and given to babies to drink for general disorders and especially for cholera. Decoction drunk to treat general pains in the body and considered good for the bones [Cree: 13], also drunk to stimulate appetite and to purify the blood [Algonquians: 63]. Burned and applied to boil as a poultice. Steeped and given to mothers after childbirth, also used as a tonic [Malecite: 65]. Boiled and used to make a plaster applied to the lower back of pregnant women to facilitate childbirth [Atikamekw: 73]. Boiled and used as a paste to be applied locally on painful body parts, on arthritis or rheumatism. Ground, boiled and the decoction taken for cough. Tea used for heart problems or tootache [Montagnais: 71]. Tea used to treat arthritis and muscular pain [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
466	Medicinal [Ojibwa: 86].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots and bark
466	Placed in a hot wet towel and applied to swells as a compress [Montagnais: 71].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark
466	Tea used to cure weariness and depression [Atikamekw: 73], given for cold, or combined with Acorus calamus and used as a tonic [Algonquin: 69].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark and buds
466	Infusion drunk for colic [Algonquians: 63]. Extracts used to stimulate appetite [Algonquin: 68]. Tea drunk to treat sore throat, cold and cough [Cree: 96].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
466	Medicinal [Ojibwa: 89]. Chewed and also boiled to make a decoction drunk to treat cold, cough, rheumatism, hemorrhaging, headache, heart trouble, sore chest, kidney pain, or to facilitate labor during childbirth [Dene: 13; Innu: 72]. Boiled and the steam inhaled for headache and sore chest [Dene: 13].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
467	Decoction drunk for the treatment of back pain [Cree: 95]. Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	branches
467	Used in diabetes [Cree: 77].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark and branches
467	Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	leaves
467	Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	bark
467	Used to treat diabetes [Cree: 82].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	inner bark and cambium
468	Used as a compress for pain or rubbed on chest, back and throat for cough and sore throat [Cree: 81]. Tea taken to relieve cold symptoms, headaches, sore chest, or for "blood in the body". Tea also drunk by women giving birth to make labor easier [Chipewyan: 92]. 	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	
468	Boiled and used to treat tuberculosis or bathe in to relieve soreness [Dene: 17]. Decoction taken as a cough medicine [Dene: 98]. Herbal tea taken for back paralysis, diabetes and cancer [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
468	Decoction taken as a cough medicine [Dene: 98]. Boiled and steam inhaled to relieve headache or sore chest [Chipewyan: 92].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem
468	Herbal tea taken for general ache and heart problems [Cree: 93].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	twigs
468	Decoction taken as a cough medicine [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	fruits
468	Boiled and taken to treat tuberculosis [Dene: 98].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	stem and roots
469	Boiled and used to treat tuberculosis or bathe in to relieve soreness [Dene: 17].	traditional medicinal use	http://doi.org/10.1186/1746-4269-8-7	roots
